Execution Started Process 11--10 mazes --10 sims
10/14/22 12:15:13,11,50,3733.2515168190002,4,5,1
Execution Started Process 11--10 mazes --10 sims
10/14/22 13:52:34,11,50,3234.7675700187683,4,3,3
